# метка	FULL-19c8ae8d · читатель 0a84da47 · 400 · seed 5
es	немо	Diego tiene 14 manzanas. usted dijo que Diego tiene 18 manzanas. ¿es cierto?	no, Diego tiene 14 manzanas.	
en	немо	Ben has 2 cookies more than Elena. Elena has 7 cookies. how many cookies does Ben hold now?	Ben holds 9 cookies: 7 + 2 = 9.	
ru	немо	сколько бит стоит слово из 1 знак алфавита в 2 знака?	слово из 1 знак алфавита в 2 знака стоит 1 бит.	
de	немо	Felix hat 8 Blumen. und wenn es doppelt so viele wären?	dann hätte Felix 16 Blumen: 8 × 2 = 16.	
es	немо	Pablo tiene 15 cartas, 59 libros más 10 monedas. ¿cuántas cosas tiene Pablo en total?	84 cosas: 15 + 59 = 74, 74 + 10 = 84.	
ru	немо	у Коли 7 книг. что ты сказал?	повторяю: у Коли 7 книг.	
en	немо	Dan has double the amount of pages that Ava has. Ava has 5 pages. how many pages does Dan own now?	Dan owns 10 pages: 5 × 2 = 10.	
es	немо	Elena tiene 23 monedas. ¿y si hubiera el doble?	entonces Elena tendría 46 monedas: 23 × 2 = 46.	
pt	верно	no quarto havia 20 canetas e 28 livros. agora há 26 canetas e 64 livros no quarto. quantos livros a mais que canetas há agora?	64 − 26 = 38. portanto a resposta é 38.	64 − 26 = 38
nl	верно	hoeveel maanden is 6 jaar?	6 jaar is 72 maanden: 6 × 12 = 72.	6 jaar is 72 maanden: 6 × 12 = 72
pt	немо	Pedro tinha 20 cartas. Pedro deu 3 cartas. Pedro tem 17 cartas. porque é que Pedro tem 17 cartas?	porque Pedro tinha 20 e deu 3: 20 − 3 = 17.	
ru	немо	вместе у Коли, Димы и Ивана 14 монет. у Коли вдвое больше, чем у Димы. у Димы на 2 монеты больше, чем у Ивана. сколько монет у Димы?	14 + 2 = 16, 2 + 1 + 1 = 4, 16 ÷ 4 = 4. значит ответ: 4.	
en	верно	Vera has spent 1 dollar. Sven has spent 6 more dollars than Vera. how many dollars does Sven hold now?	Sven holds 7 dollars: 6 + 1 = 7.	Sven holds 7 dollars: 6 + 1 = 7
en	немо	Grace has 6 eggs. Dan has 1 more than twice the number of eggs that Grace has. how many eggs does Dan hold now?	Dan holds 13 eggs: 6 × 2 = 12, 12 + 1 = 13.	
fr	немо	Jules a 9 pommes, 9 livres et 9 œufs. combien de choses a Jules en tout ?	27 choses : 9 + 9 = 18, 18 + 9 = 27.	
en	немо	Janet and Misha bought 6 pencils. later they bought 3 more. how many pencils do Janet and Misha have?	6 + 3 = 9.	
en	верно	Cynthia had 7 books. Cynthia gave away 1 book. Cynthia has 6 books. why do you think so?	because Cynthia had 7 and gave away 1: 7 − 1 = 6.	7
ru	немо	у Оли 15 монет. согласен ли ты?	да, я согласен: у Оли 15 монет.	
en	немо	Ava has 4 coins. Elena has 2 times as many coins as Ava. how many coins does Elena own now?	Elena owns 8 coins.	
en	верно	omar made 4 pages. omar sold 2 of them. then omar made 2 pages. how many more pages did omar make than sell?	4 + 2 = 6, 6 − 2 = 4.	6 − 2 = 4
en	ложь	why is 4 a root of x^2 - 4 x = 0?	because 16 - 16 = 0: 4 turns the left side into 0. a root of an equation is a value that turns it into a true equality.	— это значение, обращающее его в верное равенство / equality
de	немо	Lena hat 11 Münzen. stimmen Sie zu?	ja, ich stimme zu: Lena hat 11 Münzen.	
ru	немо	в классе 43 ученика. вошли ещё 21 ученик. сколько учеников в классе теперь?	64 ученика: 43 + 21 = 64.	
it	немо	Matteo aveva 24 app sul telefono. ha aggiunto 15 nuove app. quante app ha adesso?	39: 24 + 15 = 39.	
en	немо	what are the roots of x^2 - 7 x - 78 = 0?	x^2 - 7 x - 78 = 0 factors as ( x + 6 ) ( x - 13 ): -6 + 13 = 7 and -6 * 13 = -78; the roots are -6 and 13.	
pt	немо	Pedro tem 8 maçãs. é verdade?	sim, Pedro tem 8 maçãs.	
pl	немо	Maria ma 23 karty. powiedział pan, że Maria ma 27 kart. czy to prawda?	nie, Maria ma 23 karty.	
fr	немо	Anne trie 35 ballons chaque jour. combien de jours pour 315 ballons ?	315 ÷ 35 = 9. donc la réponse est 9.	
en	верно	Peter had 20 coins. then he lost 17 of them. how many coins does Peter hold?	20 − 17 = 3.	20 − 17 = 3
it	немо	Anna ha 17 penne. è vero?	sì, Anna ha 17 penne.	
de	немо	Anna hatte 13 Blumen. Anna gab 1 Blume weg. Anna hat 12 Blumen. warum?	weil Anna 13 hatte und 1 weggab: 13 − 1 = 12.	
en	верно	Ava has 15 red books and 6 blue books. how many books does Ava have?	a total of 21 books: 15 + 6 = 21.	15 + 6 = 21
it	немо	Anna ha 32 penne, 8 uova oltre a 3 fiori. quante cose ha Anna in tutto?	43 cose: 32 + 8 = 40, 40 + 3 = 43.	
de	немо	Laura hat 24 Bücher sowie 40 Tassen. wie viele Dinge hat Laura insgesamt?	64 Dinge: 24 + 40 = 64.	
en	немо	Elena has 2 coins. Ava has 2 times the number of coins that Elena has. how many coins does Ava hold now?	Ava holds 4 coins.	
en	немо	Pia found 19 nuts. she found 7 more. how many nuts does Pia have in total?	19 + 7 = 26.	
en	немо	Ava has 4 apples. Dan has 2 times the number of apples that Ava has. how many apples does Dan hold now?	Dan holds 8 apples: 4 × 2 = 8.	
en	верно	Ava has 5 days. Elena has 6 days. how many days do they hold in all?	Ava and Elena hold 11 days.	5 + 6 = 11
ru	немо	у Лены 6 монет. правда ли это?	да, у Лены 6 монет.	
ru	немо	Вера и Ваня купили 29 печений. они купили ещё 13. сколько печений у Веры и Вани?	29 + 13 = 42.	
en	немо	Carlos has 17 balls along with 35 eggs. how many things does Carlos have in all?	52 things: 17 + 35 = 52.	
en	немо	Elena has 24 pens. is it true that Elena has 28 pens?	no, Elena has 24 pens.	
fr	немо	dans la boîte il y avait 48 pièces. on a enlevé 20 pièces. combien de pièces y a-t-il maintenant ?	48 − 20 = 28. donc la réponse est 28.	
en	верно	Grace has 7 eggs. Dan has 3 eggs less than Grace. how many eggs does Dan save?	Dan saves 4 eggs: 7 − 3 = 4.	7 − 3 = 4
ru	немо	Анна вдвое старше Марии. Марии 5 лет. сколько лет Анне?	2 × 5 = 10. значит ответ: 10.	
ru	немо	у Ани 18 яблок, у Димы 5 яблок. что если наоборот?	тогда у Ани 5 яблок, а у Димы 18 яблок.	
fr	немо	dans le jardin il y avait 42 œufs. on a enlevé 38 œufs. combien d'œufs y a-t-il maintenant ?	42 − 38 = 4. donc la réponse est 4.	
pl	немо	Piotr ma 14 monet. czy chodzi ci o 14 monet?	tak, 14 monet.	
pl	немо	Zofia ma 9 kwiatów, 9 monet, 14 kart. ile rzeczy ma Zofia w sumie?	32 rzeczy: 9 + 9 = 18, 18 + 14 = 32.	
en	верно	Carla has 19 balls. is that true?	yes, Carla has 19 balls.	19
ru	немо	у Лены 14 цветков. правда ли, что у Лены 18 цветков?	нет, у Лены 14 цветков.	
pt	немо	à l'origine Paul avait 9 cartes. plus tard il en a reçu 4 de plus. combien de cartes a-t-il maintenant ?	13 : 9 + 4 = 13.	
ru	немо	Коля вдвое старше Вани. вместе им 12 лет. сколько лет Ване?	1 + 2 = 3, 12 ÷ 3 = 4. значит ответ: 4.	
en	верно	Carlos has 14 apples. what did you say?	i repeat: Carlos has 14 apples.	14
en	немо	Carlos has 24 books. is it true that Carlos has 28 books?	no, Carlos has 24 books.	
ru	немо	Коля вчетверо старше Марии. вместе им 40 лет. сколько лет Марии?	1 + 4 = 5, 40 ÷ 5 = 8. значит ответ: 8.	
ru	немо	у Веры 18 книг. сколько у Коли?	у Коли 4 книги.	
en	немо	Ann has 3 pages, and Tom has 2 pages. how many more pages does Ann have than Tom?	Ann has 1 more page than Tom.	
ru	немо	у Ани было 16 цветков. Аня отдала 2 цветка. у Ани 14 цветков. почему?	потому что было 16, а отдано 2: 16 − 2 = 14.	
pt	немо	Maria tem 11 moedas, Pedro tem 5 moedas. e se fosse ao contrário?	então Maria teria 5 moedas e Pedro teria 11 moedas.	
es	немо	Luis tiene 16 flores. ¿qué has dicho?	repito: Luis tiene 16 flores.	
en	немо	Dan has 4 points. Grace has 3 more than twice as many points as Dan. how many points does Grace own now?	Grace owns 11 points.	
en	верно	Grace makes 10 minutes. Grace uses 3 minutes away. how many minutes does Grace keep?	Grace keeps 7 minutes.	10 − 3 = 7
de	немо	Mia hat 7 Eier, Max hat 4 Eier. und wenn es umgekehrt wäre?	dann hätte Mia 4 Eier und Max 7 Eier.	
it	немо	Marco ha 19 mele oltre a 21 uova. quante cose ha Marco in tutto?	40 cose: 19 + 21 = 40.	
en	верно	the grasshopper ran 31 inches. the kangaroo ran 25 inches. how many fewer inches did the kangaroo run than the grasshopper?	31 − 25 = 6. so the answer is 6.	31 − 25 = 6
en	немо	what does «    mountain = 4» mean?	four leading spaces make a code block: the text mountain = 4 is code and is not formatted.	
es	немо	Marta tenía 13 balones. Marta dio 4 balones. Marta tiene 9 balones. ¿por qué Marta tiene 9 balones?	porque Marta tenía 13 y dio 4: 13 − 4 = 9.	
ru	немо	Лена сделала 24 отжимания. Мария сделала на 15 отжиманий меньше, чем Лена. сколько отжиманий сделала Мария?	9: 24 − 15 = 9.	
de	немо	Anna hat 13 Blumen. stimmen Sie zu?	ja, ich stimme zu: Anna hat 13 Blumen.	
ru	ложь	у пии было 36 монет. четверть монет ушла. сколько монет осталось?	осталось 27 монет.	36
it	немо	io ho 9 palle, tu hai 6 palle. quante ne ho in più?	3 in più: 9 − 6 = 3.	
fr	немо	Hugo a 22 livres et 12 pièces. combien de choses a Hugo en tout ?	34 choses : 22 + 12 = 34.	
ru	немо	в книге 2 главы. в первой главе 24 страницы, во второй — 15 страниц. сколько страниц в книге всего?	39: 24 + 15 = 39.	
ru	верно	сколько закрашенных соседей по стороне у клетки (1, 1) в сетке ##_/#_#/_#_?	закрашенные соседи (2, 1), (1, 2): 2.	2
it	немо	un gatto ha 4 zampe. quante zampe ha un gatto?	4 zampe.	
nl	немо	op donderdag at Daan 2 pruimen in de keuken. wat at Daan op donderdag in de keuken?	2 pruimen.	
en	немо	8 balls cost 64 cards. how many cards does one ball cost?	64 ÷ 8 = 8. so the answer is 8.	
pt	немо	João tinha 37 moedas. João recebeu mais 4 moedas. quantas moedas João tem agora?	37 + 4 = 41. portanto a resposta é 41.	
pl	немо	Anna miała 17 kart. Anna dostała 3 karty. co dalej?	Anna ma 20 kart: 17 + 3 = 20.	
en	немо	Dima has $15.85. he paid $10.87. how much money is left?	1585 − 1087 = 498 cents. 498 cents is $4.98.	
fr	немо	un vélo a 2 roues. combien de roues a un vélo ?	2 roues.	
en	немо	Ben has 4 eggs. Grace has 2 more eggs than Ben. how many eggs does Grace hold now?	Grace holds 6 eggs: 4 + 2 = 6.	
it	немо	Chiara ha 7 palloni, 39 fiori oltre a 4 monete. quante cose ha Chiara in tutto?	50 cose: 7 + 39 = 46, 46 + 4 = 50.	
pt	немо	Maria tem 5 maçãs. o que disseste?	repito: Maria tem 5 maçãs.	
en	верно	what is the average of 1, 2, 3, 4, 5?	the average of 1, 2, 3, 4, 5 is 3: 1 + 2 + 3 + 4 + 5 = 15, there are 5 of them, 15 ÷ 5 = 3.	3
es	немо	Luis tiene 22 manzanas. ¿es verdad que Luis tiene 26 manzanas?	no, Luis tiene 22 manzanas.	
fr	немо	Léa a 19 ballons. est-il vrai que Léa a 23 ballons ?	non, Léa a 19 ballons.	
ru	немо	Аня заплатила 200 копеек, а книга стоила 80 копеек. сколько сдачи получила Аня?	200 − 80 = 120 копеек.	
ru	немо	Оля заплатила 300 копеек, а чашка стоила 185 копеек. сколько сдачи получила Оля?	300 − 185 = 115 копеек.	
en	немо	Dima has 2 fewer than four times the number of coins Anna has. Dima has 26 coins. how many coins does Anna have?	26 + 2 = 28, 28 ÷ 4 = 7. so the answer is 7.	
pl	верно	w poniedziałek Ewa zjadła 7 ciastek w ogrodzie. co zjadła Ewa w ogrodzie w poniedziałek?	7 ciastek.	7
ru	ложь	почему −4 — корень x² + 6x + 8 = 0?	потому что 16 − 24 + 8 = 0: −4 обращает левую часть в 0. корень уравнения — это значение, обращающее его в верное равенство.	— это значение, обращающее его в верное равенство / equality
fr	немо	Jules a 16 œufs. qu'est-ce que tu as dit ?	je répète : Jules a 16 œufs.	
de	немо	Mia hatte 21 Bücher. Mia bekam 3 Bücher. was kommt dann?	Mia hat 24 Bücher: 21 + 3 = 24.	
pt	немо	Maria tinha 15 livros. Maria recebeu 1 livro. o que acontece a seguir?	Maria tem 16 livros: 15 + 1 = 16.	
ru	немо	собак вдвое меньше, чем кошек. всего животных 99. сколько собак?	1 + 2 = 3, 99 ÷ 3 = 33. значит ответ: 33.	
ru	верно	чему равна сумма 8 3 5 1 9?	сумма 8 3 5 1 9 равна 26.	26
en	немо	Ann had 11 cards. Ann got 4 cards. what happens next?	Ann has 15 cards: 11 + 4 = 15.	
pt	немо	Rui tinha 6 moedas. Rui recebeu 4 moedas. o que acontece a seguir?	Rui tem 10 moedas: 6 + 4 = 10.	
en	верно	umar picked 6 pieces. umar gave 4 pieces away. how many pieces does umar keep?	umar keeps 2 pieces: 6 − 4 = 2.	umar keeps 2 pieces: 6 − 4 = 2
other	немо	Paolo ha 10 uova. e se fossero il doppio?	allora Paolo avrebbe 20 uova: 10 × 2 = 20.	
en	немо	ben je het ermee eens dat 100 plus 1 101 is?	ja, 100 + 1 = 101.	
en	верно	Ava has 19 flowers. do you agree?	yes, i agree: Ava has 19 flowers.	19
ru	немо	у Димы 7 яблок, у Лены 4 яблока. а если наоборот?	тогда у Димы 4 яблока, а у Лены 7 яблок.	
ru	немо	какова заглавная латинская буква S глифом 5×7?	заглавная латинская буква S глифом 5×7 — _####/#____/#____/_###_/____#/____#/####_.	
en	немо	Dan has 4 apples. Grace has 2 times as many apples as Dan. how many apples does Grace hold now?	Grace holds 8 apples: 4 × 2 = 8.	
en	немо	Dan has 5 points. Grace has 2 points less than Dan. how many points does Grace save?	Grace saves 3 points.	
pt	немо	Rui tem 8 bolas, João tem 3 bolas. o que aconteceria se fosse ao contrário?	então Rui teria 3 bolas e João teria 8 bolas.	
pl	немо	Piotr ma 20 jabłek. czy to prawda, że Piotr ma 24 jabłka?	nie, Piotr ma 20 jabłek.	
es	немо	Carlos tiene 33 balones, 31 libros así como 4 monedas. ¿cuántas cosas tiene Carlos en total?	68 cosas: 33 + 31 = 64, 64 + 4 = 68.	
it	немо	Sara ha 9 penne. cosa hai detto?	ripeto: Sara ha 9 penne.	
ru	верно	если Маша имеет 9 монет, а Лена имеет 9 монет, сколько монет у них всего?	9 + 9 = 18. значит ответ: 18.	9 + 9 = 18
pl	немо	Zofia ma 23 jabłka. czy się zgadzasz?	tak, zgadzam się: Zofia ma 23 jabłka.	
de	немо	Anna hat 9 Bücher. stimmst du zu?	ja, ich stimme zu: Anna hat 9 Bücher.	
it	немо	Matteo ha 6 monete. è vero?	sì, Matteo ha 6 monete.	
en	верно	how many filled side-neighbours does cell (1, 2) in grid ###/___/__# have?	filled neighbours (1, 3), (1, 1): 2.	2
ru	верно	у Пети было 37 монет. Петя получил ещё 4 монеты. сколько монет у Пети теперь?	37 + 4 = 41. значит ответ: 41.	37 + 4 = 41
en	верно	Elena had 9 weeks. Elena sold 1 week away. how many weeks does Elena save?	Elena saves 8 weeks: 9 − 1 = 8.	9 − 1 = 8
pl	немо	Piotr ma 15 jabłek, 59 książek plus 10 monet. ile rzeczy ma Piotr w sumie?	84 rzeczy: 15 + 59 = 74, 74 + 10 = 84.	
ru	немо	сколько будет шестая часть от 120?	шестая часть от 120 — это 20: 120 ÷ 6 = 20.	
en	верно	umar picked 6 apps. umar gave 4 apps away. how many apps does umar keep?	umar keeps 2 apps: 6 − 4 = 2.	umar keeps 2 apps: 6 − 4 = 2
ru	немо	у Ани 14 ручек, 54 монеты да 3 чашки. сколько всего предметов у Ани?	71 предмет: 14 + 54 = 68, 68 + 3 = 71.	
ru	немо	вместе у Анны, Веры и Оли 72 игры. у Анны вдвое больше, чем у Веры. у Веры на 8 игр меньше, чем у Оли. сколько игр у Оли?	72 − 8 = 64, 2 + 1 + 1 = 4, 64 ÷ 4 = 16, 16 + 8 = 24. значит ответ: 24.	
en	немо	Carlos has 6 cards. you said that Carlos has 10 cards. is that right?	no, Carlos has 6 cards.	
en	немо	2 doctors and 1 neighbour came to the school. how many people came to the school?	3 people came to the school in all.	
en	верно	what is grid _____/_____/_#___/_##__/_____ shifted up by 2?	grid _____/_____/_#___/_##__/_____ shifted up by 2 is _#___/_##__/_____/_____/_____.	_#___/_##__/_____/_____/_____
nl	немо	Daan had 10 ballen. Daan gaf 3 ballen weg. Daan heeft 7 ballen. waarom heeft Daan 7 ballen?	omdat Daan er 10 had en 3 weggaf: 10 − 3 = 7.	
de	немо	das Känguru wog 31 Gramm. wie viel wog das Känguru?	31 Gramm.	
fr	немо	Anne a 5 pièces. et s'il y en avait deux fois plus ?	alors Anne aurait 10 pièces : 5 × 2 = 10.	
ru	верно	какой станет сетка __#__/__##_/_____/_____/_____ после сдвига влево на 2?	сетка __#__/__##_/_____/_____/_____ после сдвига влево на 2 — #____/##___/_____/_____/_____.	#____/##___/_____/_____/_____
en	верно	the cat walked 65 metres. the dog walked 28 metres. how many more metres did the cat walk than the dog?	65 − 28 = 37. so the answer is 37.	65 − 28 = 37
en	верно	sara sold 8 books. how many books did sara sell?	sara sold 8 books.	sara sold 8 books
ru	немо	у Анны 7 шаров а также 39 цветков. сколько всего предметов у Анны?	46 предметов: 7 + 39 = 46.	
en	немо	Rosa ordered 9 books. Rosa ordered 4 books more. how many books does Rosa hold now?	Rosa holds 13 books.	
en	немо	Ann works 42 hours and Mark works 6 hours; how many times as many hours does Ann work as Mark?	42 ÷ 6 = 7.	
es	немо	es gab 51 Tassen im Hof. 20 Tassen wurden weggenommen. wie viele Tassen sind jetzt da?	51 − 20 = 31. also ist die Antwort 31.	
pl	немо	Piotr ma 14 monet. a Zofia?	Zofia ma 6 monet.	
ru	верно	у Оли было 7 монет. Оля взяла 6 монет. сколько монет стало у Оли?	у Оли стало 13 монет.	у Оли стало 13 монет
en	немо	Ida buys 2 apples, 4 pens and 6 books. one apple costs 4.60 dollars, one pen costs 4.70 dollars, one book costs 9.20 dollars. how much does she pay in all?	2 × 460 = 920, 4 × 470 = 1880, 6 × 920 = 5520, 920 + 1880 = 2800, 2800 + 5520 = 8320 cents. 8320 cents is 83.20 dollars.	
es	немо	en la valla había 30 manzanas y 3 monedas. llegaron 6 manzanas más. ¿cuántas manzanas y monedas hay en la valla?	30 + 6 = 36, 36 + 3 = 39. así que la respuesta es 39.	
ru	немо	у Пети 24 карты. вы сказали, что у Пети 28 карт. это верно?	нет, у Пети 24 карты.	
en	немо	Greg holds $7.45. he buys a pen for $3.37. how much money does he have now?	745 − 337 = 408 cents. 408 cents is $4.08.	
en	верно	ivan took 7 coins. ivan took 1 coin more. how many coins did ivan take in all?	ivan took 8 coins: 7 + 1 = 8.	ivan took 8 coins: 7 + 1 = 8
en	немо	Grace has 8 eggs. you said that Grace has 12 eggs. is that right?	no, Grace has 8 eggs.	
ru	немо	Ваня втрое старше Лены. Лене 5 лет. сколько лет Ване?	3 × 5 = 15. значит ответ: 15.	
ru	немо	Анна вдвое старше Веры. вместе им 12 лет. сколько лет Вере?	1 + 2 = 3, 12 ÷ 3 = 4. значит ответ: 4.	
pt	немо	Tiago tem 14 maçãs. quantas tem Rui?	Rui tem 3 maçãs.	
pt	немо	João tem 2 moedas, 2 bolas, 1 livro. quantas coisas João tem no total?	5 coisas: 2 + 2 = 4, 4 + 1 = 5.	
nl	верно	Emma had 15 boeken. zij gaf er een paar weg. nu heeft zij er nog 9. hoeveel boeken gaf zij weg?	6: 15 − 9 = 6.	6: 15 − 9 = 6
es	немо	¿son 9 × 2 y 9 + 2 lo mismo?	no: 9 × 2 = 18, y 9 + 2 = 11.	
en	верно	Ann had 14 pages and used 4 pages. how many pages remain?	10 pages remain.	14 − 4 = 10
en	верно	Dan has 6 feet. Grace has 3 feet. how many feet do Dan and Grace hold altogether?	Dan and Grace hold 9 feet: 6 + 3 = 9.	6 + 3 = 9
es	верно	Elena tenía 90 flores. Elena regaló 71 flores. ¿cuántas flores quedan?	90 − 71 = 19. así que la respuesta es 19.	90 − 71 = 19
nl	немо	Sanne heeft 15 boeken, 5 eieren, 8 bloemen. hoeveel dingen heeft Sanne in totaal?	28 dingen: 15 + 5 = 20, 20 + 8 = 28.	
fr	немо	Claire avait 5 ballons. Claire a donné 4 ballons. Claire a 1 ballon. pourquoi ?	parce que Claire en avait 5 et en a donné 4 : 5 − 4 = 1.	
en	ложь	tara counted 30 pens. tara counted 6 more pens. 1/3 of the pens had gone. how many pens remain?	24 pens remain: 30 + 6 = 36, 36 ÷ 3 = 12, 36 − 12 = 24.	30 + 6 = 36. 36 × 2 = 72. 72 ÷ 3 = 24
it	немо	Sara ha 19 palloni. cosa hai detto?	ripeto: Sara ha 19 palloni.	
en	верно	the grasshopper ran 73 inches. the cat ran 41 inches. how many more inches did the grasshopper run than the cat?	73 − 41 = 32. so the answer is 32.	73 − 41 = 32
ru	немо	у Ани 16 цветков. согласны ли вы?	да, я согласен: у Ани 16 цветков.	
nl	немо	Sem heeft 8 pennen. en Bram?	Bram heeft 5 pennen.	
pl	немо	Anna ma 7 piłek. dała 2 piłki. ile jej zostało?	5 piłek: 7 − 2 = 5.	
es	немо	Elena tiene 11 flores. ¿qué has dicho?	repito: Elena tiene 11 flores.	
it	немо	Anna ha 15 uova, Luca ha 4 uova. che cosa succederebbe se fosse il contrario?	allora Anna avrebbe 4 uova e Luca avrebbe 15 uova.	
en	верно	Dan weighs 10 degrees. Dan loses 3 degrees away. how many degrees does Dan save?	Dan saves 7 degrees.	10 − 3 = 7
en	верно	Mary had 10 cookies. Mary got 3 cookies. how many cookies does Mary have now?	Mary has 13 cookies: 10 + 3 = 13.	10 + 3 = 13
en	немо	Grace has 3 times the amount of books that Dan has. Dan has 3 books. how many books does Grace hold now?	Grace holds 9 books.	
en	немо	Carlos had 20 coins. Carlos got 2 coins. what happens next?	Carlos has 22 coins: 20 + 2 = 22.	
en	ложь	Hugo has 1 more card than Elena. Elena has 3 cards. how many cards does Hugo own now?	Hugo owns 4 cards.	3
pt	немо	João tem 18 ovos. quantas tem Inês?	Inês tem 5 ovos.	
en	немо	Ava buys 5 cups at $7.15 each. how much does she pay in all?	5 × 715 = 3575 cents. 3575 cents is $35.75.	
pt	верно	na sexta-feira Maria encontrou 12 pedras na praia. quantas pedras Maria encontrou na praia na sexta-feira?	12.	12
de	немо	Laura hat 7,25 Euro. sie gab 2,67 Euro aus. wie viel Geld bleibt übrig?	725 − 267 = 458 Cent. 458 Cent sind 4,58 Euro.	
en	немо	Dima has 31 eggs, 53 balls as well as 8 apples. how many things does Dima have in all?	92 things: 31 + 53 = 84, 84 + 8 = 92.	
pl	немо	Paweł miał 8 jajek. Paweł oddał 2 jajka. Paweł ma 6 jajek. dlaczego tak myślisz?	bo było 8, a oddano 2: 8 − 2 = 6.	
other	немо	7 + 5 = 12. weet u het zeker?	ja: 12 − 5 = 7, dus 7 + 5 = 12.	
fr	немо	Anne a 13 œufs, 25 fleurs, 6 cartes. combien de choses a Anne en tout ?	44 choses : 13 + 25 = 38, 38 + 6 = 44.	
ru	немо	Ваня упаковывает 95 чашек каждый день. сколько чашек за 11 дней?	95 × 11 = 1045. значит ответ: 1045.	
de	немо	Anna kauft 2 Stifte zu je 4,40 Euro und 6 Tassen zu je 6,40 Euro. wie viel bezahlt sie insgesamt?	2 × 440 = 880, 6 × 640 = 3840, 880 + 3840 = 4720 Cent. 4720 Cent sind 47,20 Euro.	
fr	немо	Anne avait 42 livres. Anne a donné 27 livres. combien de livres restent ?	42 − 27 = 15. donc la réponse est 15.	
en	немо	Ben has 2 signatures. Felix has 3 signatures. how many signatures do Ben and Felix have in total?	Ben and Felix have 5 signatures: 2 + 3 = 5.	
en	верно	Felix weighs 7 pounds. Felix loses 1 pound away. how many pounds does Felix save?	Felix saves 6 pounds: 7 − 1 = 6.	7 − 1 = 6
ru	верно	пёс пробежал 31 шаг. лягушка пробежала 25 шагов. на сколько меньше шагов пробежала лягушка, чем пёс?	31 − 25 = 6. значит ответ: 6.	31 − 25 = 6
pt	немо	Maria tem 23 bolas, 3 livros, 20 moedas. quantas coisas Maria tem no total?	46 coisas: 23 + 3 = 26, 26 + 20 = 46.	
nl	немо	Sanne heeft 12 kaarten alsook 16 appels. hoeveel dingen heeft Sanne in totaal?	28 dingen: 12 + 16 = 28.	
en	верно	Greg had 23 balls. Greg gave away 2 balls. Greg has 21 balls. why do you think so?	because Greg had 23 and gave away 2: 23 − 2 = 21.	23
ru	немо	на площадке 15 детей. ушли домой 8 детей. сколько детей на площадке теперь?	7 детей: 15 − 8 = 7.	
fr	немо	Marie avait 13 ballons. Marie a donné 4 ballons. Marie a 9 ballons. pourquoi ?	parce que Marie en avait 13 et en a donné 4 : 13 − 4 = 9.	
nl	верно	Luuk heeft 6 munten. ben je het ermee eens?	ja, ik ben het ermee eens: Luuk heeft 6 munten.	6
es	немо	Lucía tiene 7 huevos, Carlos tiene 4 huevos. ¿qué pasaría si fuera al revés?	entonces Lucía tendría 4 huevos y Carlos tendría 7 huevos.	
